,start,end,kor,eng
159,441954,444922,,"I will. Hey, Bernadette? - What?!"
160,444924,447007,,Do you think I have a shot with Penny?
161,447009,449159,,Of course you do. You're a cutie pie!
162,449161,452162,,Any girl would be lucky to have you!
163,455333,457501,,"You know, I've done this before."
164,457503,459019,,"In kindergarten,"
165,459021,460971,,"I was supposed to marry Jason Sorensen at recess,"
166,460973,462773,,"but by the time my class got out there,"
167,462775,465059,,he was already engaged to Chelsea Himmelfarb.
168,466194,467344,,So what did I do?
169,467346,468979,,"Hung upside down from the monkey bars,"
170,468981,472449,,let all the boys see my underpants.
171,472451,473734,,You can't blame yourself.
172,473736,476353,,"When your prefrontal cortex fails to make you happy,"
173,476355,479022,,promiscuity rewards you with the needed flood of dopamine.
174,479024,483527,,"We neurobiologists refer to this as the ""skank reflex."""
175,483529,484962,,You know what?
176,484964,486547,,Let's get out of here.
177,486549,487831,,Where are we going?
178,487833,489700,,Somewhere where no one's seen me naked.
179,489702,491552,,We may have to drive awhile.
180,491554,493420,,(clears throat)
181,499261,502680,,"Subtlety isn't her strong suit, is it?"
182,502682,505015,,Can I stay at your place for a few nights?
183,505017,506150,,Really?
184,506152,509339,,A best friend sleepover? Yay.
185,510573,512740,,"Yeah, sure. Yay!"
186,512742,514608,,"We'll make popcorn, stay up all night"
187,514610,517578,,"and I'll teach you my secret language, Op."
188,517580,519663,,Sounds great. - Nope.
189,519665,522666,,"Sounds ""Gop Rop E A Top."""
190,522668,525536,,"Yeah, I'm gonna go pack a bag. - No, you're not."
191,525538,530174,,"You're gonna ""Pop A Cop Kop A Bop A Gop."""
192,535764,538215,,Do we really have to wear this camouflage crap
193,538217,540267,,to play paintball?
194,540269,541552,,Who said that?
195,541554,543771,,"Leonard, I can hear your voice,"
196,543773,545723,,but I can't see you.
197,545725,549276,,"I'm not in the mood, Sheldon."
198,549278,551145,,"Oh, there you are!"
199,551147,553096,,"Leonard,"
200,553098,556450,,"I know you're upset about recent events, and"
201,556452,557952,,I have someone here to help.
202,557954,559620,,I don't want to talk to Amy.
203,559622,562606,,"No, it's not Amy."
204,562608,564575,,"Hello, dear."
205,564577,566577,,You called my mother?
206,566579,567795,,"Oh, Leonard,"
207,567797,570748,,is it really necessary to caption the obvious?
208,570750,574068,,He's been like that since he was a toddler.
209,574070,576053,,"""Look, Mommy-- a butterfly."""
210,576055,578439,,Maddening.
211,579791,581558,,What's going on? What do you want?
212,581560,582843,,Sheldon informed me
213,582845,585062,,"that you're experiencing an emotional upheaval,"
214,585064,586497,,and I'm here to help.
215,586499,588999,,That's so nice.
216,589001,591452,,And we're back to the obvious.
217,592654,594188,,"Now, what's up?"
218,594190,597691,,"Well, uh... okay."
219,597693,599743,,Um...
220,599745,601996,,I don't want to get back together with Penny.
221,601998,605282,,"We tried it, it was crazy, it didn't work,"
222,605284,606784,,but I can't deal with the fact
223,606786,608869,,that she slept with my friend Raj.
224,608871,611154,,"And then I find out that Raj's sister Priya,"
225,611156,613624,,"who I've been going out with for eight months,"
226,613626,615092,,is moving back to India.
227,615094,618495,,So I'm just completely confused and alone.
228,618497,620014,,I understand.
229,620016,621665,,Got any advice?
230,621667,623851,,Yes. Buck up.
231,625270,626970,,Excuse me.
232,626972,628555,,You're a world-renowned expert
233,628557,630307,,"in parenting and child development,"
234,630309,632342,,"and all you've got is ""Buck up""?"
235,632344,634144,,Sorry.
236,634146,635863,,"Buck up, sissy pants."
237,637532,639316,,"Thanks, Mother. I feel much better."
238,639318,641285,,"If you need any more help from me,"
239,641287,643704,,my books are available on Amazon.
240,643706,645906,,Logging off.
241,650649,655302,,"...ninety-nine, one hundred."
242,655303,659522,,It's like a waterfall of liquid gold.
243,659524,660957,,My turn.
244,665863,668181,,"(sighs) You know, I don't even know what the point"
245,668183,669616,,of me staying in L.A. is.
246,669618,672369,,I haven't gotten a single acting job since I moved out here.
247,672371,674320,,"The closest I came was last month,"
248,674322,676856,,I got a callback for a hemorrhoid commercial.
249,676858,681111,,"Oh, I could so see you being the face of hemorrhoids."
250,681113,683830,,"I know, right?"
251,683832,684864,,(sighs)
252,684866,687033,,Maybe I should just move back to Nebraska.
253,687035,689135,,"No, I can't let you do that."
254,689137,690203,,Why not?
255,690205,691204,,(knock on door)
256,691206,692655,,"For the first time ever,"
257,692657,694090,,I have a thriving social life.
258,694092,695058,,"And no pressure,"
259,695060,698311,,but it kind of lives and dies with you.
260,700214,701214,,"Hi, Amy."
261,701216,702432,,Can I talk to Penny?
262,702434,704851,,A guest in my trundle bed and a boy at my door?
263,704853,709355,,"I wish I could tell 13-year-old me ""it does get better."""
264,709357,711274,,How did you know I was here?
265,711276,713559,,It's all over her Facebook page.
266,717397,718948,,I'll take your stuff to the bedroom
267,718950,720583,,and clear out a drawer. Thanks.
268,720585,723503,,"No problem. Try and keep it in your pants, okay?"
269,726590,728407,,"So, hi."
270,728409,729509,,What's up?
271,729511,731594,,I was wondering if you're free Friday.
272,731596,733680,,They're having a Totally '80s Night at the Greek.
273,733682,735515,,"Hall & Oates, Katrina and the Waves"
274,735517,737684,,and three-fifths of Kajagoogoo.
275,737686,739552,,(chuckles): Oh.
276,739554,741604,,"Gee, that's really sweet, but the thing is..."
277,741606,743590,,"Aw, there's a thing."
278,743592,745725,,"Look, honey, I was really drunk"
279,745727,747444,,and made a huge mistake last night.
280,747446,749112,,We should've never slept together.
281,749114,750897,,It's what ruins friendships.
282,750899,753149,,You can't ruin a friendship with sex.
283,753151,757170,,That's like trying to ruin ice cream with chocolate sprinkles.
284,758706,759706,,Come here.
285,759708,762041,,Just listen to me.
286,762043,764661,,I want to go back to the way we were before.
287,764663,766329,,"You know, friends."
288,766331,768465,,No sprinkles.
289,770334,773036,,Oh.
290,773038,774137,,All right.
291,774139,776506,,Thank you.
292,776508,778624,,(sighs)
293,778626,780593,,"Well, uh... (clears throat)"
294,780595,785482,,"as your friend, you might like to know that, um..."
295,789236,794190,,we didn't have sex in the conventional sense.
296,797628,799662,,"Oh, God."
297,799664,803082,,Did you pull some weird Indian crap on me?
298,803084,805585,,"No, no."
299,807154,809822,,"After we got undressed and jumped in bed,"
300,809824,812375,,you-you asked if I had protection.
301,812377,813760,,"Oh, you did, didn't you?"
302,813762,815678,,Of course. I'm always packing.
303,815680,817714,,"Anyway,"
304,817716,820666,,"um, I had trouble putting it on"
305,820668,823937,,and you tried to help and...
306,827391,829792,,that was all she wrote.
307,834665,836482,,"So, we didn't actually..."
308,836484,837483,,I did.
309,837485,839502,,It was beautiful.
310,843523,844741,,Oh!
311,844743,846192,,"Penny, please, please promise me"
312,846194,847660,,you won't tell anybody about this.
313,847662,849195,,"Of course I won't. No, I won't."
314,849197,851164,,"Oh, good. (exhales)"
315,851166,852932,,"Um, can I tell people that our love"
316,852934,854217,,burned too bright and too quickly?
317,854219,857036,,"Kind of a ""Candle in the Wind"" deal?"
318,857038,858087,,Sure.
319,858089,859806,,Cool. Can I say it fell apart
320,859808,861874,,"because you were all, ""I want to have your babies"""""
321,861876,865028,,"and I was like, ""I'm too rock and roll to be tied down""?"
322,866547,867597,,No.
323,867599,871568,,Can I say I ruined you for white men?
324,873404,876189,,Also no.
325,876191,877407,,"Okay, just the candle thing."
326,877409,879558,,Yeah.
327,879560,881277,,Cool.
328,881279,883413,,All right... friend.
329,883415,884614,,Hmm.
330,884616,886899,,I'll see you around.
331,886901,887784,,Okay.
332,890237,891721,,"Raj, wait."
333,895742,898878,,Thank you for being my friend.
334,898880,900746,,Penny?
335,900748,901931,,Mm-hmm?
336,901933,903383,,It's getting beautiful again.
337,907087,909555,,"All right, this is a Google Earth view"
338,909557,911441,,of the field of battle.
339,911443,912692,,I don't see anything.
340,912694,914811,,Give it a second to load.
341,914813,916595,,"Whenever you're ready, AT&T!"
342,916597,919449,,"Okay, here we go."
343,919451,922035,,This is us here. To the south is Professor Loomis
344,922037,923403,,and the Geology Department.
345,923405,926239,,"According to their Twitter feed, they're out of sunblock,"
346,926241,930660,,which means they'll have to hug the tree line or risk melanoma.
347,931378,932629,,That's our edge.
348,932631,935281,,"All we have to do is move quickly over this ridge,"
349,935283,936666,,the rock-worshipping pasty-faced bastards
350,936668,937950,,won't know what hit them!
351,937952,940136,,"All right, let's move out."
352,940971,943056,,"Hang on, Sheldon."
353,943058,946926,,How could you not tell me your sister was moving back to India?
354,946928,949345,,Maybe he was too busy writing clumsy penis metaphors
355,949347,951347,,about my fiancee.
356,951349,952482,,Screw you.
357,952484,955618,,That was a beautifully written penis metaphor.
358,958656,961524,,"You know what, guys, I'm not in the mood for paintball."
359,961526,963326,,What do you say we just bag it?
360,963328,965078,,"Fine with me. - Sure, whatever."
361,965080,966479,,You can't quit.
362,966481,968231,,That's a court- martial offense.
363,968233,970700,,That's punishable by...
364,970702,972618,,You can't quit.
365,972620,976339,,"Sorry, Sheldon, it's just not a good time for playing games."
366,976341,978657,,This is a game to you?
367,978659,981928,,"Uh, was the Battle of Antietam a game?"
368,981930,985048,,Huh? Was the sack of Rome a game?
369,985050,988667,,"Yes, no and no."
370,988669,989969,,Wait.
371,991055,994774,,I just want you all to know that I forgive you.
372,994776,997393,,"This mutiny isn't your fault,"
373,997395,999345,,it's mine.
374,999347,1001531,,I haven't earned these bars.
375,1008355,1009906,,"Although what I lack in leadership,"
376,1009908,1013326,,apparently I more than make up for in sewing.
377,1013328,1015361,,"Let it go, Sheldon."
378,1015363,1017714,,I'll get you a Jamba Juice on the way home.
379,1017716,1018715,,No.
380,1018717,1022051,,Jamba Juice is for heroes.
381,1024088,1026372,,And that's what we're going to be.
382,1028092,1029425,,What are you doing?
383,1029427,1034713,,"Following in the footsteps of Kirk, Crunch and Kangaroo."
384,1039570,1041771,,(people shouting in distance)
385,1047244,1051280,,Geology isn't a real science!
386,1051282,1054617,,(paintball guns popping)
387,1065012,1066512,,(popping ceases)
388,1067914,1071384,,Damn those sons of bitches!
389,1071386,1072935,,Let's get 'em!
390,1072937,1074753,,Eat paint!
391,1074755,1077390,,(yelling)
392,1079926,1081944,,"If there's ever a Church of Sheldon,"
393,1081946,1084597,,this will be when it started.
394,1084599,1085565,,(paintball guns popping)
395,1085567,1088251,,Ow!
396,1089369,1091103,,I'd like to propose a toast
397,1091105,1094707,,"to the man whose noble sacrifice inspired our victory,"
398,1094709,1096459,,Captain Sheldon Cooper.
399,1096461,1097994,,"Hear, hear. Hear, hear."
400,1097996,1100830,,Excuse me. It's   Sheldon Cooper.
401,1101498,1102948,,"With my last breath,"
402,1102950,1106252,,I awarded myself a battlefield promotion.
403,1106854,1108387,,It's kind of a big deal.
404,1108389,1110173,,(knock on door)
405,1110175,1113142,,Hi. You guys have a minute?
406,1114728,1116962,,"Uh, yeah, sure."
407,1116964,1118598,,Okay.
408,1118600,1120233,,Um... (clears throat)
409,1120235,1122735,,"Well, I already talked to Raj, but I wanted to apologize"
410,1122737,1124020,,"to the rest of you for,"
411,1124022,1126906,,"you know, everything."
412,1126908,1128574,,"Please, Penny, let me. (clears throat)"
413,1128576,1133362,,"We've decided to let our crazy, wonderful night together"
414,1133364,1136082,,be just one of those memories you have
415,1136084,1138201,,and can call to mind when you're feeling blue
416,1138203,1140303,,or you're in the shower.
417,1142155,1144340,,"Hey, what you doing, Quick Draw?"
418,1150180,1151714,,Sorry. Go on.
419,1151716,1153349,,(clears throat)
420,1153351,1156135,,"Anyways, I wanted you guys all to know that I've been taking"
421,1156137,1159105,,a really hard look at things and come to the conclusion
422,1159107,1161023,,I have to stop kidding myself.
423,1161025,1163109,,I suck at acting.
424,1163111,1165778,,It's time for me to move back to Nebraska.
425,1165780,1167680,,You're leaving?
426,1167682,1168981,,Yeah.
427,1168983,1170950,,What are you going to do in Nebraska?
428,1170952,1173819,,"I don't know, maybe teach acting."
429,1173821,1174871,,(cell phone ringing)
430,1174873,1176789,,"Oh, sorry. Hold on."
431,1176791,1178241,,Hello?
432,1178243,1181026,,"Penny, listen, I hope you're not doing this 'cause of you and me,"
433,1181028,1183362,,"because I have a girlfriend, and you're a single woman..."
434,1183364,1184530,,"Shh! It's my agent, it's my agent."
435,1184532,1185831,,You're kidding.
436,1185833,1186799,,"Oh, my gosh."
437,1186801,1188634,,I can't believe it! Really?!
438,1188636,1189702,,"Oh, I'm so excited!"
439,1189704,1190670,,Thank you!
440,1190672,1191888,,Thank you so much.
441,1191890,1193172,,"Okay, bye."
442,1193174,1194674,,I got the hemorrhoid commercial!
443,1194676,1195858,,I start Monday!
444,1197895,1199595,,What about Nebraska?
445,1199597,1200596,,"Oh, hell with Nebraska."
446,1200598,1202732,,I'm gonna be a star!
447,1202734,1203799,,(door closes)
448,1203801,1206235,,"== sync, corrected by   =="
449,1210909,1213359,,Have you ever thought of teaching physics?
450,1223752,1225536,,Ready to ride?
451,1225537,1227287,,"I don't think so, Mom."
452,1227289,1229005,,Not today.
453,1229007,1230257,,"Oh, sweetie."
454,1230259,1232592,,Hemorrhoids acting up again?
455,1232594,1234744,,You don't know the half of it.
456,1234746,1236913,,"Oh, yes, I do."
457,1236915,1239382,,Try a dab of this.
458,1240918,1244804,,"""Rose-scented Preparation-H for women?"""
459,1244806,1249075,,"Now, the ""H"" is for ""her."""
460,1252864,1254581,,I'm proud of you.
461,1254583,1255515,,Shh!
462,1255517,1256683,,Here comes my joke.
463,1256685,1258652,,How you doing?
464,1258654,1318654,,Sittin' pretty.
